path,terms,scope
figure_data/pv_capacity/Contrasts.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
figure_data/pv_capacity/Daily.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
figure_data/pv_capacity/Energy.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
figure_data/pv_capacity/Exposure.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
figure_data/pv_capacity/PV_capacity.xlsx,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
figure_data/schematic/示意量值.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
paper/README.md,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
paper/main.pdf,LicenseRef-Manuscript,All rights reserved; no open licence grant
paper/supporting_information.pdf,LicenseRef-Manuscript,All rights reserved; no open licence grant
provenance/DEPOSIT_CHECK.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
provenance/LICENSE_MANIFEST.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
provenance/SOURCE_MANIFEST.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
provenance/TEST_STATUS.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/dynamic_feedback_v12_3/DYNAMIC_FEEDBACK_DESIGN_MANIFEST.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/048_AUSTRALIAN_TELEMETRY_AND_GAIN_SENSITIVITY_PROTOCOL_V1.yaml,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/external/ausgrid_solar_home_2010_2013/LOCAL_SHA256_MANIFEST.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/external/csiro_australian_mv_lv_feeder_v1/CSIRO_COLLECTION_METADATA.json,Original third-party terms,Unmodified source metadata; collection states CC BY-NC-SA-4.0; no project relicense
reproduction/outputs/ees_transition/archive/091_data/external/csiro_australian_mv_lv_feeder_v1/LOCAL_SHA256_MANIFEST.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/external/csiro_australian_mv_lv_feeder_v1/SCHEMA_ORG_METADATA.json,Original third-party terms,Unmodified source metadata; collection states CC BY-NC-SA-4.0; no project relicense
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v1/CASE_INPUT_METADATA.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v1/CASE_INPUT_SHA256_MANIFEST.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v1/CSIRO_LOAD_TO_AUSGRID_PROFILE_MAPPING.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v2/AU_PRIMARY_EVALUATION_DATES_80.txt,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v2/CASE_INPUT_METADATA.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v2/CASE_INPUT_SHA256_MANIFEST.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v2/CSIRO_LOAD_TO_AUSGRID_PROFILE_MAPPING.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v2_complete_cohort/CASE_INPUT_METADATA.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v2_complete_cohort/CASE_INPUT_SHA256_MANIFEST.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/091_data/processed/australian_external_replay_v2_complete_cohort/CSIRO_LOAD_TO_AUSGRID_PROFILE_MAPPING.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/093_EES_COMPUTATIONAL_ENVIRONMENT.yaml,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/AUTHORIZATION_MARGIN.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/EVALUATION_PROTOCOL.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/LOAD_SCALE.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/VERIFIED_RESULTS.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV10_223bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV10_223bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV10_223bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV11_216bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV11_216bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV11_216bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV12_248bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV12_248bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV12_248bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV15_137bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV15_137bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV15_137bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV17_279bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV17_279bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV17_279bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV22_80bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV22_80bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV22_80bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV24_246bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV24_246bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV24_246bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV25_232bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV25_232bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV25_232bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV26_205bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV26_205bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV26_205bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV29_90bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV29_90bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV29_90bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV30_315bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV30_315bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV30_315bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV32_100bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV32_100bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV32_100bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV9_258bus/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV9_258bus/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/LV9_258bus/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_025_exact/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_025_exact/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_025_exact/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_dropout_010/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_dropout_010/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_dropout_010/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_lag_one/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_lag_one/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_lag_one/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_scale_090/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_scale_090/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_scale_090/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_scale_110/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_scale_110/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_050_scale_110/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_100_exact/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_100_exact/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/beta_100_exact/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/complete_cohort/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/complete_cohort/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/complete_cohort/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/primary/AU_EXTERNAL_DAY_SUMMARY.csv,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/primary/AU_EXTERNAL_INTERVAL_RESULTS.csv.gz,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
reproduction/outputs/ees_transition/archive/151_FROZEN_SCENARIO_EVALUATION_20260907/runs/primary/AU_EXTERNAL_RUN_SUMMARY.json,CC-BY-4.0,Contributors rights only; executable documentation examples also MIT; upstream rights excluded
