load_name,bus_name,phase,lv_feeder_id,source_file,ausgrid_customer_id,adoption_rank,participant_33pct,participant_50pct,participant_100pct
ld1332_load_c,b349,3,LV25_232bus,LV/LV25_232bus/Loads.dss,238,281,1,1,1
ld1334_load_a,b3385,1,LV9_258bus,LV/LV9_258bus/Loads.dss,119,1011,0,0,1
ld1335_load_c,b488,3,LV15_137bus,LV/LV15_137bus/Loads.dss,216,150,1,1,1
ld1339_load_b,b3240,2,LV9_258bus,LV/LV9_258bus/Loads.dss,73,1051,0,0,1
ld133_load_c,b98,3,LV26_205bus,LV/LV26_205bus/Loads.dss,25,755,0,0,1
ld1351_load_b,b1589,2,LV17_279bus,LV/LV17_279bus/Loads.dss,4,959,0,0,1
ld1355_load_c,b672,3,LV24_246bus,LV/LV24_246bus/Loads.dss,58,1099,0,0,1
ld135_load_c,b338,3,LV24_246bus,LV/LV24_246bus/Loads.dss,205,313,1,1,1
ld1368_load_a,b2201,1,LV30_315bus,LV/LV30_315bus/Loads.dss,287,858,0,0,1
ld1370_load_b,b1777,2,LV11_216bus,LV/LV11_216bus/Loads.dss,63,287,1,1,1
ld137_load_a,b2128,1,LV22_80bus,LV/LV22_80bus/Loads.dss,73,382,1,1,1
ld1389_load_b,b1652,2,LV30_315bus,LV/LV30_315bus/Loads.dss,221,167,1,1,1
ld138_load_c,b187,3,LV30_315bus,LV/LV30_315bus/Loads.dss,136,206,1,1,1
ld1396_load_a,b387,1,LV32_100bus,LV/LV32_100bus/Loads.dss,88,258,1,1,1
ld13_load_a,b1472,1,LV15_137bus,LV/LV15_137bus/Loads.dss,78,825,0,0,1
ld1400_load_c,b1340,3,LV11_216bus,LV/LV11_216bus/Loads.dss,292,173,1,1,1
ld1403_load_c,b1627,3,LV17_279bus,LV/LV17_279bus/Loads.dss,206,1181,0,0,1
ld1404_load_a,b2500,1,LV17_279bus,LV/LV17_279bus/Loads.dss,15,292,1,1,1
ld1408_load_a,b1000,1,LV10_223bus,LV/LV10_223bus/Loads.dss,79,878,0,0,1
ld1409_load_b,b3238,2,LV10_223bus,LV/LV10_223bus/Loads.dss,238,1121,0,0,1
ld140_load_c,b3014,3,LV25_232bus,LV/LV25_232bus/Loads.dss,243,1171,0,0,1
ld1411_load_a,b1371,1,LV15_137bus,LV/LV15_137bus/Loads.dss,173,71,1,1,1
ld1414_load_c,b2137,3,LV9_258bus,LV/LV9_258bus/Loads.dss,118,223,1,1,1
ld1415_load_c,b2910,3,LV30_315bus,LV/LV30_315bus/Loads.dss,204,1116,0,0,1
ld1418_load_a,b872,1,LV25_232bus,LV/LV25_232bus/Loads.dss,10,199,1,1,1
ld141_load_a,b2559,1,LV12_248bus,LV/LV12_248bus/Loads.dss,36,363,1,1,1
ld1420_load_a,b2667,1,LV11_216bus,LV/LV11_216bus/Loads.dss,242,995,0,0,1
ld1439_load_b,b93,2,LV11_216bus,LV/LV11_216bus/Loads.dss,49,57,1,1,1
ld1440_load_a,b283,1,LV24_246bus,LV/LV24_246bus/Loads.dss,290,542,0,1,1
ld1441_load_b,b2164,2,LV32_100bus,LV/LV32_100bus/Loads.dss,174,22,1,1,1
ld1443_load_b,b2383,2,LV24_246bus,LV/LV24_246bus/Loads.dss,292,503,0,1,1
ld1446_load_c,b260,3,LV3_55bus,LV/LV3_55bus/Loads.dss,104,625,0,1,1
ld1447_load_b,b780,2,LV17_279bus,LV/LV17_279bus/Loads.dss,45,599,0,1,1
ld1449_load_a,b82,1,LV30_315bus,LV/LV30_315bus/Loads.dss,271,389,1,1,1
ld145_load_a,b1280,1,LV24_246bus,LV/LV24_246bus/Loads.dss,229,28,1,1,1
ld1462_load_a,b1318,1,LV26_205bus,LV/LV26_205bus/Loads.dss,165,984,0,0,1
ld1469_load_c,b2915,3,LV11_216bus,LV/LV11_216bus/Loads.dss,159,439,0,1,1
ld1477_load_c,b2130,3,LV24_246bus,LV/LV24_246bus/Loads.dss,251,1109,0,0,1
ld1479_load_b,b812,2,LV30_315bus,LV/LV30_315bus/Loads.dss,201,145,1,1,1
ld1480_load_c,b1144,3,LV30_315bus,LV/LV30_315bus/Loads.dss,217,956,0,0,1
ld1482_load_b,b2936,2,LV25_232bus,LV/LV25_232bus/Loads.dss,154,1112,0,0,1
ld1484_load_c,b2245,3,LV17_279bus,LV/LV17_279bus/Loads.dss,17,1224,0,0,1
ld1485_load_a,b85,1,LV24_246bus,LV/LV24_246bus/Loads.dss,291,325,1,1,1
ld1489_load_b,b1755,2,LV12_248bus,LV/LV12_248bus/Loads.dss,190,472,0,1,1
ld1491_load_b,b279,2,LV24_246bus,LV/LV24_246bus/Loads.dss,257,710,0,0,1
ld1492_load_c,b2219,3,LV12_248bus,LV/LV12_248bus/Loads.dss,81,20,1,1,1
ld1494_load_c,b2343,3,LV24_246bus,LV/LV24_246bus/Loads.dss,249,299,1,1,1
ld1495_load_c,b2296,3,LV25_232bus,LV/LV25_232bus/Loads.dss,236,241,1,1,1
ld1496_load_a,b3306,1,LV30_315bus,LV/LV30_315bus/Loads.dss,164,336,1,1,1
ld1500_load_a,b2166,1,LV17_279bus,LV/LV17_279bus/Loads.dss,18,589,0,1,1
ld1508_load_b,b2557,2,LV17_279bus,LV/LV17_279bus/Loads.dss,87,1039,0,0,1
ld150_load_a,b2893,1,LV30_315bus,LV/LV30_315bus/Loads.dss,146,738,0,0,1
ld1511_load_b,b1039,2,LV30_315bus,LV/LV30_315bus/Loads.dss,47,912,0,0,1
ld1512_load_a,b677,1,LV25_232bus,LV/LV25_232bus/Loads.dss,155,458,0,1,1
ld1513_load_a,b1187,1,LV11_216bus,LV/LV11_216bus/Loads.dss,218,807,0,0,1
ld1519_load_b,b2103,2,LV26_205bus,LV/LV26_205bus/Loads.dss,128,141,1,1,1
ld1522_load_b,b1076,2,LV11_216bus,LV/LV11_216bus/Loads.dss,35,1174,0,0,1
ld1523_load_c,b2186,3,LV11_216bus,LV/LV11_216bus/Loads.dss,161,1002,0,0,1
ld152_load_a,b2212,1,LV26_205bus,LV/LV26_205bus/Loads.dss,110,1036,0,0,1
ld1530_load_a,b68,1,LV11_216bus,LV/LV11_216bus/Loads.dss,277,887,0,0,1
ld1537_load_b,b1165,2,LV25_232bus,LV/LV25_232bus/Loads.dss,38,938,0,0,1
ld153_load_b,b2182,2,LV17_279bus,LV/LV17_279bus/Loads.dss,75,407,1,1,1
ld1540_load_b,b1683,2,LV20_26bus,LV/LV20_26bus/Loads.dss,62,1239,0,0,1
ld1543_load_b,b1167,2,LV11_216bus,LV/LV11_216bus/Loads.dss,236,61,1,1,1
ld1544_load_a,b1051,1,LV24_246bus,LV/LV24_246bus/Loads.dss,196,845,0,0,1
ld1545_load_c,b2659,3,LV10_223bus,LV/LV10_223bus/Loads.dss,194,604,0,1,1
ld1548_load_a,b1475,1,LV9_258bus,LV/LV9_258bus/Loads.dss,66,752,0,0,1
ld1549_load_c,b2692,3,LV11_216bus,LV/LV11_216bus/Loads.dss,152,730,0,0,1
ld1552_load_c,b2541,3,LV29_90bus,LV/LV29_90bus/Loads.dss,104,101,1,1,1
ld1553_load_a,b816,1,LV13_58bus,LV/LV13_58bus/Loads.dss,169,993,0,0,1
ld1554_load_c,b2513,3,LV26_205bus,LV/LV26_205bus/Loads.dss,259,376,1,1,1
ld1555_load_a,b1213,1,LV10_223bus,LV/LV10_223bus/Loads.dss,14,510,0,1,1
ld1559_load_c,b3006,3,LV30_315bus,LV/LV30_315bus/Loads.dss,75,1010,0,0,1
ld1561_load_a,b3173,1,LV30_315bus,LV/LV30_315bus/Loads.dss,127,557,0,1,1
ld1567_load_b,b757,2,LV24_246bus,LV/LV24_246bus/Loads.dss,178,989,0,0,1
ld1568_load_a,b2602,1,LV11_216bus,LV/LV11_216bus/Loads.dss,12,72,1,1,1
ld1569_load_a,b347,1,LV29_90bus,LV/LV29_90bus/Loads.dss,162,374,1,1,1
ld1571_load_c,b624,3,LV25_232bus,LV/LV25_232bus/Loads.dss,116,91,1,1,1
ld1577_load_c,b630,3,LV24_246bus,LV/LV24_246bus/Loads.dss,80,135,1,1,1
ld157_load_a,b1441,1,LV25_232bus,LV/LV25_232bus/Loads.dss,293,1238,0,0,1
ld1583_load_b,b458,2,LV15_137bus,LV/LV15_137bus/Loads.dss,112,1175,0,0,1
ld1584_load_a,b2046,1,LV25_232bus,LV/LV25_232bus/Loads.dss,148,1007,0,0,1
ld1588_load_a,b3251,1,LV26_205bus,LV/LV26_205bus/Loads.dss,162,864,0,0,1
ld1589_load_a,b2716,1,LV12_248bus,LV/LV12_248bus/Loads.dss,55,209,1,1,1
ld158_load_b,b2902,2,LV24_246bus,LV/LV24_246bus/Loads.dss,141,817,0,0,1
ld1592_load_b,b2082,2,LV12_248bus,LV/LV12_248bus/Loads.dss,135,478,0,1,1
ld1595_load_b,b1457,2,LV26_205bus,LV/LV26_205bus/Loads.dss,30,268,1,1,1
ld159_load_b,b11,2,LV30_315bus,LV/LV30_315bus/Loads.dss,272,788,0,0,1
ld1603_load_b,b1,2,LV30_315bus,LV/LV30_315bus/Loads.dss,144,81,1,1,1
ld1604_load_a,b2889,1,LV24_246bus,LV/LV24_246bus/Loads.dss,228,1000,0,0,1
ld1607_load_c,b1108,3,LV30_315bus,LV/LV30_315bus/Loads.dss,152,246,1,1,1
ld160_load_c,b1341,3,LV24_246bus,LV/LV24_246bus/Loads.dss,141,1185,0,0,1
ld1614_load_b,b1739,2,LV24_246bus,LV/LV24_246bus/Loads.dss,96,227,1,1,1
ld1615_load_b,b2831,2,LV31_15bus,LV/LV31_15bus/Loads.dss,109,69,1,1,1
ld1618_load_c,b842,3,LV26_205bus,LV/LV26_205bus/Loads.dss,298,190,1,1,1
ld1620_load_c,b123,3,LV17_279bus,LV/LV17_279bus/Loads.dss,122,1202,0,0,1
ld1622_load_a,b3103,1,LV30_315bus,LV/LV30_315bus/Loads.dss,208,1078,0,0,1
ld1623_load_c,b663,3,LV15_137bus,LV/LV15_137bus/Loads.dss,190,573,0,1,1
ld1625_load_c,b662,3,LV12_248bus,LV/LV12_248bus/Loads.dss,242,608,0,1,1
ld1638_load_b,b3058,2,LV30_315bus,LV/LV30_315bus/Loads.dss,27,1115,0,0,1
ld163_load_c,b2592,3,LV9_258bus,LV/LV9_258bus/Loads.dss,102,666,0,0,1
ld1641_load_b,b2937,2,LV11_216bus,LV/LV11_216bus/Loads.dss,117,231,1,1,1
ld1648_load_b,b847,2,LV9_258bus,LV/LV9_258bus/Loads.dss,103,936,0,0,1
ld1649_load_a,b1494,1,LV17_279bus,LV/LV17_279bus/Loads.dss,247,1068,0,0,1
ld1653_load_b,b2763,2,LV10_223bus,LV/LV10_223bus/Loads.dss,6,396,1,1,1
ld1654_load_c,b2362,3,LV30_315bus,LV/LV30_315bus/Loads.dss,258,33,1,1,1
ld1660_load_a,b3274,1,LV30_315bus,LV/LV30_315bus/Loads.dss,290,1024,0,0,1
ld1667_load_c,b768,3,LV9_258bus,LV/LV9_258bus/Loads.dss,229,467,0,1,1
ld1668_load_a,b605,1,LV3_55bus,LV/LV3_55bus/Loads.dss,123,690,0,0,1
ld1669_load_a,b729,1,LV26_205bus,LV/LV26_205bus/Loads.dss,241,901,0,0,1
ld1673_load_b,b318,2,LV29_90bus,LV/LV29_90bus/Loads.dss,30,1254,0,0,1
ld1678_load_b,b2802,2,LV30_315bus,LV/LV30_315bus/Loads.dss,19,293,1,1,1
ld167_load_c,b438,3,LV30_315bus,LV/LV30_315bus/Loads.dss,45,871,0,0,1
ld1680_load_c,b2946,3,LV10_223bus,LV/LV10_223bus/Loads.dss,237,707,0,0,1
ld1689_load_b,b2136,2,LV17_279bus,LV/LV17_279bus/Loads.dss,233,1067,0,0,1
ld168_load_a,b2249,1,LV9_258bus,LV/LV9_258bus/Loads.dss,245,133,1,1,1
ld1691_load_a,b3051,1,LV9_258bus,LV/LV9_258bus/Loads.dss,90,1104,0,0,1
ld1692_load_c,b3336,3,LV17_279bus,LV/LV17_279bus/Loads.dss,161,549,0,1,1
ld1695_load_b,b1502,2,LV9_258bus,LV/LV9_258bus/Loads.dss,55,850,0,0,1
ld1700_load_c,b695,3,LV9_258bus,LV/LV9_258bus/Loads.dss,258,1190,0,0,1
ld1702_load_c,b2960,3,LV11_216bus,LV/LV11_216bus/Loads.dss,220,671,0,0,1
ld1704_load_a,b1608,1,LV12_248bus,LV/LV12_248bus/Loads.dss,14,734,0,0,1
ld1707_load_c,b1354,3,LV30_315bus,LV/LV30_315bus/Loads.dss,73,203,1,1,1
ld1708_load_b,b2969,2,LV25_232bus,LV/LV25_232bus/Loads.dss,6,1107,0,0,1
ld1710_load_c,b1559,3,LV25_232bus,LV/LV25_232bus/Loads.dss,149,417,1,1,1
ld1714_load_a,b92,1,LV10_223bus,LV/LV10_223bus/Loads.dss,203,1053,0,0,1
ld1715_load_a,b977,1,LV11_216bus,LV/LV11_216bus/Loads.dss,198,358,1,1,1
ld1717_load_c,b1415,3,LV24_246bus,LV/LV24_246bus/Loads.dss,241,813,0,0,1
ld1719_load_b,b524,2,LV12_248bus,LV/LV12_248bus/Loads.dss,206,687,0,0,1
ld1720_load_a,b2760,1,LV15_137bus,LV/LV15_137bus/Loads.dss,45,795,0,0,1
ld1722_load_a,b3195,1,LV25_232bus,LV/LV25_232bus/Loads.dss,146,551,0,1,1
ld1724_load_c,b2909,3,LV12_248bus,LV/LV12_248bus/Loads.dss,45,212,1,1,1
ld1728_load_a,b1015,1,LV9_258bus,LV/LV9_258bus/Loads.dss,189,857,0,0,1
ld1730_load_a,b2990,1,LV30_315bus,LV/LV30_315bus/Loads.dss,53,925,0,0,1
ld1735_load_b,b1266,2,LV25_232bus,LV/LV25_232bus/Loads.dss,172,749,0,0,1
ld1736_load_c,b465,3,LV25_232bus,LV/LV25_232bus/Loads.dss,210,530,0,1,1
ld1737_load_a,b1105,1,LV25_232bus,LV/LV25_232bus/Loads.dss,82,1211,0,0,1
ld1740_load_a,b38,1,LV17_279bus,LV/LV17_279bus/Loads.dss,23,55,1,1,1
ld1741_load_b,b2719,2,LV17_279bus,LV/LV17_279bus/Loads.dss,149,731,0,0,1
ld1742_load_a,b2027,1,LV24_246bus,LV/LV24_246bus/Loads.dss,33,620,0,1,1
ld174_load_c,b1814,3,LV11_216bus,LV/LV11_216bus/Loads.dss,185,93,1,1,1
ld1754_load_c,b826,3,LV17_279bus,LV/LV17_279bus/Loads.dss,199,127,1,1,1
ld175_load_b,b2696,2,LV29_90bus,LV/LV29_90bus/Loads.dss,282,1017,0,0,1
ld1760_load_c,b1742,3,LV29_90bus,LV/LV29_90bus/Loads.dss,156,15,1,1,1
ld1765_load_a,b78,1,LV17_279bus,LV/LV17_279bus/Loads.dss,242,991,0,0,1
ld1766_load_b,b1918,2,LV11_216bus,LV/LV11_216bus/Loads.dss,295,1001,0,0,1
ld1768_load_b,b2453,2,LV25_232bus,LV/LV25_232bus/Loads.dss,34,570,0,1,1
ld1772_load_b,b3092,2,LV26_205bus,LV/LV26_205bus/Loads.dss,52,195,1,1,1
ld1778_load_b,b3113,2,LV24_246bus,LV/LV24_246bus/Loads.dss,5,1234,0,0,1
ld1780_load_c,b2681,3,LV11_216bus,LV/LV11_216bus/Loads.dss,145,224,1,1,1
ld1783_load_a,b3105,1,LV11_216bus,LV/LV11_216bus/Loads.dss,81,1096,0,0,1
ld1784_load_b,b3243,2,LV17_279bus,LV/LV17_279bus/Loads.dss,41,232,1,1,1
ld17_load_a,b2687,1,LV25_232bus,LV/LV25_232bus/Loads.dss,111,40,1,1,1
ld1802_load_b,b257,2,LV9_258bus,LV/LV9_258bus/Loads.dss,48,424,0,1,1
ld1804_load_a,b1304,1,LV5_14bus,LV/LV5_14bus/Loads.dss,23,477,0,1,1
ld1807_load_b,b2016,2,LV10_223bus,LV/LV10_223bus/Loads.dss,133,132,1,1,1
ld180_load_b,b2264,2,LV25_232bus,LV/LV25_232bus/Loads.dss,246,954,0,0,1
ld1811_load_b,b1064,2,LV11_216bus,LV/LV11_216bus/Loads.dss,167,756,0,0,1
ld1812_load_c,b1988,3,LV9_258bus,LV/LV9_258bus/Loads.dss,147,21,1,1,1
ld1813_load_c,b1402,3,LV25_232bus,LV/LV25_232bus/Loads.dss,199,853,0,0,1
ld1824_load_c,b1972,3,LV17_279bus,LV/LV17_279bus/Loads.dss,13,77,1,1,1
ld182_load_b,b2872,2,LV9_258bus,LV/LV9_258bus/Loads.dss,273,137,1,1,1
ld1844_load_c,b292,3,LV10_223bus,LV/LV10_223bus/Loads.dss,218,327,1,1,1
ld1847_load_c,b2367,3,LV24_246bus,LV/LV24_246bus/Loads.dss,192,1072,0,0,1
ld184_load_b,b1169,2,LV26_205bus,LV/LV26_205bus/Loads.dss,146,470,0,1,1
ld1853_load_a,b999,1,LV25_232bus,LV/LV25_232bus/Loads.dss,166,479,0,1,1
ld1856_load_a,b1527,1,LV17_279bus,LV/LV17_279bus/Loads.dss,242,131,1,1,1
ld1857_load_c,b1712,3,LV11_216bus,LV/LV11_216bus/Loads.dss,93,318,1,1,1
ld1859_load_a,b423,1,LV24_246bus,LV/LV24_246bus/Loads.dss,275,683,0,0,1
